Query,Passage,Method,Judge_1,Judge_2,Judge_3,Final
justin-trudeau-place-of-birth-ottawa.txt,"...  Alexandre Trudeau:   Intro Alexandre Emmanuel ""Sacha"" Trudeau  is a Canadian  filmmaker, journalist and author of Barbarian Lost.  He is the second son of Canadas former Prime Minister  Pierre Trudeau, and Margaret Trudeau, and the younger brother of Canadas current Prime Minister Justin Trudeau. Early life and education Alexandre is the younger one of the two Christmas babies of Pierre Trudeau and Margaret Trudeau, exactly two years younger than Justin Trudeau....",baseline_with_expansion,non-relevant,non-relevant,non-relevant,non-relevant
justin-trudeau-place-of-birth-ottawa.txt,"...  Justin Trudeau:    Intro:  |birth_place = Ottawa, Ontario, Canada|death_date = |death_place = |party = Liberal  |spouse = |relations = Alexandre Trudeau Michel Trudeau James Sinclair  Charles-Émile Trudeau |children = 3|parents = Pierre Trudeau Margaret Sinclair  |residence = Rideau Cottage|alma_mater = McGill University University of British Columbia University of Montreal  |website = |signature = Signature Justin Trudeau. svg}} Justin Pierre James Trudeau  is a Canadian politician.  He is the 23rd and current Prime Minister of Canada and leader of the Liberal Party  .  The second youngest prime minister after Joe Clark, he is also, as the eldest son of former Prime Minister Pierre Trudeau, the first to be related to a previous holder of the post....",proposed,relevant,relevant,relevant,relevant
justin-trudeau-place-of-birth-ottawa.txt,"...In 2009, he was appointed the Liberal Partys critic  for youth and multiculturalism, and the following year, became critic for citizenship and immigration.  In 2011, he was appointed as critic for secondary education and youth and amateur sport.  Trudeau won the leadership of the Liberal Party  in April 2013 and went on to lead his party to victory in the 2015 federal election  , moving the 3rd-placed Liberals from 36 seats to 184 seats, the largest-ever numerical increase by a party in a Canadian election. Political beginnings Trudeau supported the Liberal Party from a young age, offering his support to party leader John Turner in the 1988 federal election  ....",baseline_with_expansion,non-relevant,non-relevant,non-relevant,non-relevant
justin-trudeau-place-of-birth-ottawa.txt,"...  Justin Trudeau:    Ancestry and birth:   Trudeaus maternal great-grandfather Thomas Bernard was born in Makassar to an Anglo  -Dutch  colonial family and immigrated to Penticton, British Columbia  in 1906 at age 15 with his family.  Through the Bernard family, kinsmen of the Earls of Bandon  , Trudeau is the 5th-great grandson of Major-General William Farquhar, a leader in the founding of modern Singapore; he also has 1/256th ethnic Malaccan  and Ono Niha.  Trudeau was christened  with his fathers niece Anne Rouleau-Danis as godmother and his mothers brother-in-law Thomas Walker as godfather at Ottawas Notre Dame Basilica  on the afternoon of January 16, 1972, which marked his first public appearance....",proposed,non-relevant,non-relevant,partial,non-relevant
justin-trudeau-place-of-birth-ottawa.txt,"...Trudeau won the leadership of the Liberal Party  in April 2013 and went on to lead his party to victory in the 2015 federal election  , moving the 3rd-placed Liberals from 36 seats to 184 seats, the largest-ever numerical increase by a party in a Canadian election. Political beginnings Trudeau supported the Liberal Party from a young age, offering his support to party leader John Turner in the 1988 federal election  .  Two years later, he defended Canadian federalism at a student event at the Collège Jean-de-Brébeuf, an elite high school which he attended....",baseline_with_expansion,non-relevant,non-relevant,non-relevant,non-relevant
justin-trudeau-place-of-birth-ottawa.txt,"...Personally the editorial decision  to keep the fine details of his foreign policy decisions to a separate article where they can be covered appropriately is not a bad one.  His use/promotion of drones while notable, is but one aspect of his administrations approach to armed conflict.  Likewise Putins supposed funding of right-wing groups is covered and attributed better on his foreign policy article - it makes it clears its reported and not a fact.  But again its but one aspect of his foreign policy....",baseline_with_expansion,non-relevant,non-relevant,non-relevant,non-relevant
justin-trudeau-place-of-birth-ottawa.txt,"...  Alexandre Trudeau:   Intro Alexandre Emmanuel ""Sacha"" Trudeau  is a Canadian  filmmaker, journalist and author of Barbarian Lost.  He is the second son of Canadas former Prime Minister  Pierre Trudeau, and Margaret Trudeau, and the younger brother of Canadas current Prime Minister Justin Trudeau. Early life and education Alexandre is the younger one of the two Christmas babies of Pierre Trudeau and Margaret Trudeau, exactly two years younger than Justin Trudeau....",baseline,non-relevant,non-relevant,non-relevant,non-relevant
justin-trudeau-place-of-birth-ottawa.txt,"...In the 2008 federal election  , he was elected to represent the riding of Papineau  in the House of Commons  .  In 2009, he was appointed the Liberal Partys critic  for youth and multiculturalism, and the following year, became critic for citizenship and immigration.  In 2011, he was appointed as critic for secondary education and youth and amateur sport....",baseline_with_expansion,non-relevant,non-relevant,non-relevant,non-relevant
justin-trudeau-place-of-birth-ottawa.txt,"...  Justin Trudeau:    Childhood:   Trudeau lived at 24 Sussex Drive, Ottawa, the official residence of Canadas prime minister, from his birth until his fathers government was defeated in the federal election on May 22, 1979  .  The Trudeaus were expected to move into the residence of the Leader of the Official Opposition, Stornoway  , at 541 Acacia Avenue in Rockcliffe Park  , but because of flooding in the basement, prime minister Joe Clark offered them Harrington Lake, the prime ministers official country retreat in Gatineau Park, with the expectation they would move into Stornoway at the start of July.  However, the repairs were not complete so Pierre Trudeau took a prolonged vacation with his sons to the Nova Scotia summer home of his friend, MP Don Johnston, and later sent his sons to stay with their maternal grandparents in North Vancouver  for the rest of the summer while he slept at his friends Ottawa apartment....",proposed,relevant,relevant,relevant,relevant
justin-trudeau-mother-margaret-trudeau.txt,"...  Margaret Trudeau:    Intro:  Margaret Joan Trudeau , is a Canadian author, actress, photographer, former television talk show hostess, and social advocate for people with bipolar disorder.  She is the former wife of Pierre Trudeau, 15th Prime Minister of Canada; and is the mother of Justin Trudeau, 23rd Prime Minister of Canada, and his brothers Alexandre  and Michel  .  In 2013, Trudeau was awarded an honorary degree of Doctor of Laws from the University of Western Ontario in recognition of her work to combat mental illness. ...",proposed,relevant,non-relevant,relevant,relevant
justin-trudeau-mother-margaret-trudeau.txt,"...He was the maternal grandfather of current Canadian Prime Minister Justin Trudeau. Life and career Sinclair was born in Crossroads, The Grange, Banffshire, Scotland, the son of James George Sinclair  and Betsy Sinclair née Ross ....",baseline,non-relevant,non-relevant,non-relevant,non-relevant
justin-trudeau-mother-margaret-trudeau.txt,"...  James Sinclair :   Intro The Honourable James ""Jimmy"" Sinclair,  was a Canadian politician and businessman.  He was the maternal grandfather of current Canadian Prime Minister Justin Trudeau. Life and career Sinclair was born in Crossroads, The Grange, Banffshire, Scotland, the son of James George Sinclair  and Betsy Sinclair née Ross ....",baseline,non-relevant,non-relevant,non-relevant,non-relevant
justin-trudeau-mother-margaret-trudeau.txt,"...In 2009, he was appointed the Liberal Partys critic  for youth and multiculturalism, and the following year, became critic for citizenship and immigration.  In 2011, he was appointed as critic for secondary education and youth and amateur sport.  Trudeau won the leadership of the Liberal Party  in April 2013 and went on to lead his party to victory in the 2015 federal election  , moving the 3rd-placed Liberals from 36 seats to 184 seats, the largest-ever numerical increase by a party in a Canadian election. Political beginnings Trudeau supported the Liberal Party from a young age, offering his support to party leader John Turner in the 1988 federal election  ....",baseline,non-relevant,non-relevant,non-relevant,non-relevant
justin-trudeau-mother-margaret-trudeau.txt,...  Trudeau:   Intro Trudeau is a surname....,baseline,non-relevant,non-relevant,non-relevant,non-relevant
justin-trudeau-mother-margaret-trudeau.txt,...  Justin Trudeau:    Ancestry and birth:   Trudeau is the second child in Canadian history to be born to a prime minister in office; the first was John A.  Macdonalds daughter Margaret Mary Theodora Macdonald .  Trudeaus younger brothers Alexandre    and Michel   were the third and fourth....,proposed,non-relevant,non-relevant,non-relevant,non-relevant
justin-trudeau-mother-margaret-trudeau.txt,"...Trudeau won the leadership of the Liberal Party  in April 2013 and went on to lead his party to victory in the 2015 federal election  , moving the 3rd-placed Liberals from 36 seats to 184 seats, the largest-ever numerical increase by a party in a Canadian election. Political beginnings Trudeau supported the Liberal Party from a young age, offering his support to party leader John Turner in the 1988 federal election  .  Two years later, he defended Canadian federalism at a student event at the Collège Jean-de-Brébeuf, an elite high school which he attended....",baseline_with_expansion,non-relevant,non-relevant,non-relevant,non-relevant
justin-trudeau-mother-margaret-trudeau.txt,"...  Justin Trudeau:    Intro:  |birth_place = Ottawa, Ontario, Canada|death_date = |death_place = |party = Liberal  |spouse = |relations = Alexandre Trudeau Michel Trudeau James Sinclair  Charles-Émile Trudeau |children = 3|parents = Pierre Trudeau Margaret Sinclair  |residence = Rideau Cottage|alma_mater = McGill University University of British Columbia University of Montreal  |website = |signature = Signature Justin Trudeau. svg}} Justin Pierre James Trudeau  is a Canadian politician.  He is the 23rd and current Prime Minister of Canada and leader of the Liberal Party  .  The second youngest prime minister after Joe Clark, he is also, as the eldest son of former Prime Minister Pierre Trudeau, the first to be related to a previous holder of the post....",proposed,relevant,relevant,relevant,relevant
justin-trudeau-mother-margaret-trudeau.txt,"...  Alexandre Trudeau:   Intro Alexandre Emmanuel ""Sacha"" Trudeau  is a Canadian  filmmaker, journalist and author of Barbarian Lost.  He is the second son of Canadas former Prime Minister  Pierre Trudeau, and Margaret Trudeau, and the younger brother of Canadas current Prime Minister Justin Trudeau. Early life and education Alexandre is the younger one of the two Christmas babies of Pierre Trudeau and Margaret Trudeau, exactly two years younger than Justin Trudeau....",baseline_with_expansion,relevant,relevant,relevant,relevant
justin-trudeau-mother-margaret-trudeau.txt,"...  Justin Trudeau:    Personal life:   They have three children: Xavier James , Ella-Grace Margaret  and Hadrien Grégoire .  In June 2013, two months after Trudeau became the leader of the Liberal Party, the couple sold their home in the Côte-des-Neiges neighbourhood of Montreal.  They began living in a rented home in Ottawas Rockcliffe Park  , the neighbourhood near where Trudeau resided as a child during his fathers time as prime minister....",proposed,non-relevant,non-relevant,non-relevant,non-relevant
justin-trudeau-mother-margaret-trudeau.txt,"...He was the maternal grandfather of current Canadian Prime Minister Justin Trudeau. Life and career Sinclair was born in Crossroads, The Grange, Banffshire, Scotland, the son of James George Sinclair  and Betsy Sinclair née Ross ....",baseline_with_expansion,non-relevant,non-relevant,non-relevant,non-relevant
justin-trudeau-mother-margaret-trudeau.txt,"...Two years later, he defended Canadian federalism at a student event at the Collège Jean-de-Brébeuf, an elite high school which he attended.  Following his fathers death, Trudeau became more involved with the Liberal Party throughout the 2000s.  Along with Olympian Charmaine Crooks, he co-hosted a tribute to outgoing prime minister Jean Chrétien at the partys 2003 leadership convention  , and was appointed to chair a task force on youth renewal after the partys defeat in the 2006 federal election  ....",baseline_with_expansion,non-relevant,non-relevant,non-relevant,non-relevant
justin-trudeau-mother-margaret-trudeau.txt,"...  Alexandre Trudeau:   Intro Alexandre Emmanuel ""Sacha"" Trudeau  is a Canadian  filmmaker, journalist and author of Barbarian Lost.  He is the second son of Canadas former Prime Minister  Pierre Trudeau, and Margaret Trudeau, and the younger brother of Canadas current Prime Minister Justin Trudeau. Early life and education Alexandre is the younger one of the two Christmas babies of Pierre Trudeau and Margaret Trudeau, exactly two years younger than Justin Trudeau....",baseline,relevant,relevant,relevant,relevant
justin-trudeau-mother-margaret-trudeau.txt,"...In 2009, he was appointed the Liberal Partys critic  for youth and multiculturalism, and the following year, became critic for citizenship and immigration.  In 2011, he was appointed as critic for secondary education and youth and amateur sport.  Trudeau won the leadership of the Liberal Party  in April 2013 and went on to lead his party to victory in the 2015 federal election  , moving the 3rd-placed Liberals from 36 seats to 184 seats, the largest-ever numerical increase by a party in a Canadian election. Political beginnings Trudeau supported the Liberal Party from a young age, offering his support to party leader John Turner in the 1988 federal election  ....",baseline_with_expansion,non-relevant,non-relevant,non-relevant,non-relevant
justin-trudeau-mother-margaret-trudeau.txt,"...  James Sinclair :    Life and career:   His fourth daughter is Margaret Joan Trudeau née Sinclair  , one-time wife of the 15th Canadian Prime Minister  Pierre Elliott Trudeau  and mother of 23rd and current Canadian Prime Minister Justin Pierre James Trudeau  , Alexandre Trudeau and Michel Trudeau.  Many, including 20th Canadian Prime Minister Jean Chrétien and Justin Trudeau himself, have noted the family resemblance in physical appearance and political skill between Sinclair and Justin Trudeau.  Sinclair is also the namesake of Xavier James Trudeau (b....",proposed,relevant,relevant,relevant,relevant
oroville-dam-owned-by-california-department-of-water-resources.txt,"...  Lake Oroville:    Hydrology:   The lakes storage and releases are a key part of the hydropower and water-supply facilities of the Oroville Complex, the reason its a pillar and major source of flexibility of the SWP.  The downstream flow limits set by the USACE for Lake Oroville are north of Honcut Creek, above the mouth of the Yuba River, and south of the Bear River.  The Federal Energy Regulatory Commission  licenses hydroelectric facilities such as the Edward Hyatt Power Plant at Oroville Dam.  Californias Department of Water Resources and stakeholders recently participated in a six-year renewal process for a 50-year hydroelectric license for the Oroville Facilities....",proposed,partial,relevant,relevant,relevant
oroville-dam-owned-by-california-department-of-water-resources.txt,"...The SWP provides estimated annual benefits of $400 billion to Californias economy.  Since its inception in 1960, the SWP has required the construction of 21 dams and more than of canals, pipelines and tunnels, although these constitute only a fraction of the facilities originally proposed.  As a result, the project has only delivered an average of annually, as compared to total entitlements of .  Environmental concerns caused by the dry-season removal of water from the Sacramento–San Joaquin River Delta, a sensitive estuary region, have often led to further reductions in water delivery....",baseline,non-relevant,non-relevant,non-relevant,non-relevant
oroville-dam-owned-by-california-department-of-water-resources.txt,"...  Oroville-Thermalito Complex:   Intro The Oroville-Thermalito Complex is a group of reservoirs, structures, and facilities located in and around the city of Oroville  in Butte County, California.  The complex serves not only as a regional water conveyance and storage system, but is the headwaters for, and therefore perhaps is the most vital part of, the California Department of Water Resources State Water Project, the worlds largest publicly built and operated water and power development and conveyance system. Background The Oroville-Thermalito Complex was designed as an efficient water and power storage and conveyance system....",baseline,relevant,relevant,relevant,relevant
oroville-dam-owned-by-california-department-of-water-resources.txt,"...It has its headquarters in Sacramento. Legal and political authorization Though the DWR was formed in 1956 with the purpose to build and operate the State Water Project, as a state organization responsible for the development and protection of water resources, the department has since been subject to numerous legislative, judicial, and administrative orders that dictate how the department should protect the public trust.  Like any other water user, the DWR must apply for water rights permits from the State Water Resources Control Board.  The water rights decisions of the Control Board limit the amount of water that the department can provide to communities and also are responsible for many of the legal, administrative, and environmental projects that the department has adopted....",baseline,relevant,relevant,relevant,relevant
oroville-dam-owned-by-california-department-of-water-resources.txt,"...The complex serves not only as a regional water conveyance and storage system, but is the headwaters for, and therefore perhaps is the most vital part of, the California Department of Water Resources State Water Project, the worlds largest publicly built and operated water and power development and conveyance system. Background The Oroville-Thermalito Complex was designed as an efficient water and power storage and conveyance system.  All reservoirs and canals, combined, store about when at max capacity, and generate power from releases made through Hyatt Powerplant and two other generating plants in nearby Thermalito....",baseline,relevant,relevant,relevant,relevant
oroville-dam-owned-by-california-department-of-water-resources.txt,"...  Oroville, California:    Notable events:    June 1, 2011, a tornado rated at EF-2  , struck northwest of Oroville, causing significant damage to a ranch and a garage.   5. 7 magnitude earthquake, May 23, 2013.   February 7, 2017, after heavy rains, a defect formed in a spillway of Oroville Dam....",proposed,non-relevant,non-relevant,non-relevant,non-relevant
oroville-dam-owned-by-california-department-of-water-resources.txt,"...  Oroville Dam:   Intro Oroville Dam is an earthfill embankment dam on the Feather River east of the city of Oroville, California, in the Sierra Nevada  foothills east of the Sacramento Valley.  At 770 feet  high, it is the tallest dam in the U. S.  and serves mainly for water supply, hydroelectricity generation and flood control.  The dam impounds Lake Oroville, the second largest man-made lake in the state of California, capable of storing more than 3. 5 million acre-feet  (4....",baseline_with_expansion,non-relevant,non-relevant,non-relevant,non-relevant
oroville-dam-owned-by-california-department-of-water-resources.txt,"...  Oroville, California:    Tourism:  The Oroville Dam is one of the 20 largest dams in the world, the largest earth filled dam in the US, and the tallest dam in the US.  This dam is 770 feet  tall and 6920 feet  long, and it impounds Lake Oroville, which has a capacity of of water, making it the second largest reservoir in California.  Mother Orange Tree, located in Oroville, is the oldest of all Northern California orange trees.  The Feather River Fish Hatchery raise Chinook salmon and steelhead along the Feather River....",proposed,non-relevant,non-relevant,non-relevant,non-relevant
oroville-dam-owned-by-california-department-of-water-resources.txt,"...It has its headquarters in Sacramento. Legal and political authorization Though the DWR was formed in 1956 with the purpose to build and operate the State Water Project, as a state organization responsible for the development and protection of water resources, the department has since been subject to numerous legislative, judicial, and administrative orders that dictate how the department should protect the public trust.  Like any other water user, the DWR must apply for water rights permits from the State Water Resources Control Board.  The water rights decisions of the Control Board limit the amount of water that the department can provide to communities and also are responsible for many of the legal, administrative, and environmental projects that the department has adopted....",baseline_with_expansion,relevant,relevant,relevant,relevant
oroville-dam-owned-by-california-department-of-water-resources.txt,"...  Oroville Dam crisis:    Evacuation of the Feather River Basin:   About 23,000 National Guardsmen  were ordered to be ready for ""immediate deployment if the dam spillway should fail"" to help with evacuation and relief efforts.  On February 14, at 2:45PM local time, the evacuation order above was reduced to an evacuation watch by emergency management officials and the State of California Department of Water Resources, and people were allowed to return to the evacuated areas.   Oroville Lake Elevation Feb 2017. png|Level of Lake Oroville, February 3-23Lake Oroville crisis inflow-outflow chart. jpg|Chart of Lake Oroville inflow and outflow, February 4-25Oroville Dam emergency spillway repairwork. jpg|Emergency shoring of the emergency spillway with rock and concrete Rock loaded for helicopter transport during Oroville Dam crisis. jpg|Rock being loaded into bags for transport by helicopter  to reinforce the emergency spillway Oroville Dam emergency repairs closeup 19 February 2017. jpg|Closeup view of emergency reinforcement  on emergency spillway Oroville Dam aerial of damage 16 Feb 2017. jpg|Aerial view of erosion on the emergency spillway Oroville Dam spillway debris in Feather River 27 February 2017. jpg|Eroded soil and debris blocking Feather River  ...",proposed,partial,relevant,relevant,relevant
oroville-dam-owned-by-california-department-of-water-resources.txt,"...The complex serves not only as a regional water conveyance and storage system, but is the headwaters for, and therefore perhaps is the most vital part of, the California Department of Water Resources State Water Project, the worlds largest publicly built and operated water and power development and conveyance system. Background The Oroville-Thermalito Complex was designed as an efficient water and power storage and conveyance system.  All reservoirs and canals, combined, store about when at max capacity, and generate power from releases made through Hyatt Powerplant and two other generating plants in nearby Thermalito....",baseline_with_expansion,relevant,relevant,relevant,relevant
oroville-dam-owned-by-california-department-of-water-resources.txt,"...The SWP provides estimated annual benefits of $400 billion to Californias economy.  Since its inception in 1960, the SWP has required the construction of 21 dams and more than of canals, pipelines and tunnels, although these constitute only a fraction of the facilities originally proposed.  As a result, the project has only delivered an average of annually, as compared to total entitlements of .  Environmental concerns caused by the dry-season removal of water from the Sacramento–San Joaquin River Delta, a sensitive estuary region, have often led to further reductions in water delivery....",baseline_with_expansion,relevant,relevant,relevant,relevant
oroville-dam-owned-by-california-department-of-water-resources.txt,"...  Oroville Dam:   Intro Oroville Dam is an earthfill embankment dam on the Feather River east of the city of Oroville, California, in the Sierra Nevada  foothills east of the Sacramento Valley.  At 770 feet  high, it is the tallest dam in the U. S.  and serves mainly for water supply, hydroelectricity generation and flood control.  The dam impounds Lake Oroville, the second largest man-made lake in the state of California, capable of storing more than 3. 5 million acre-feet  (4....",baseline,non-relevant,non-relevant,non-relevant,non-relevant
oroville-dam-owned-by-california-department-of-water-resources.txt,"...  Oroville-Thermalito Complex:   Intro The Oroville-Thermalito Complex is a group of reservoirs, structures, and facilities located in and around the city of Oroville  in Butte County, California.  The complex serves not only as a regional water conveyance and storage system, but is the headwaters for, and therefore perhaps is the most vital part of, the California Department of Water Resources State Water Project, the worlds largest publicly built and operated water and power development and conveyance system. Background The Oroville-Thermalito Complex was designed as an efficient water and power storage and conveyance system....",baseline_with_expansion,relevant,relevant,relevant,relevant
oroville-dam-owned-by-california-department-of-water-resources.txt,"...  Lake Oroville:    Intro:  Lake Oroville is a reservoir formed by the Oroville Dam impounding the Feather River, located in Butte County  , northern California.  The lake is situated northeast of the city of Oroville  , within the Lake Oroville State Recreation Area, in the western foothills of the Sierra Nevada  .  Known as the second-largest reservoir in California, Lake Oroville is treated as a keystone facility within the California State Water Project by storing water, providing flood control, recreation, freshwater releases assist in controlling the salinity intrusion Sacramento-San Joaquin Delta and protecting fish and wildlife....",proposed,relevant,relevant,relevant,relevant
jolly-llb-2-cast-member-saurabh-shukla.txt,...  Jolly LLB:    Cast:  Arshad Warsi as Jagdish Tyagi a. k. a.  Jolly Boman Irani as Tejinder Rajpal Amrita Rao as Sandhya a. k. a.  Sandhu Saurabh Shukla as Justice Sunderlal Tripathi Harsh Chhaya as Albert Pinto Manoj Pahwa as Pratap Ramesh Deo as Kaul Saab Mohan Kapoor as Yograj Dewan Sanjay Mishra  as Guruji Mohan Agashe as Senior Dewan  Vibha Chibber as Meerut Judge Susheel Pandey as Sadakant Mishra Sandeep Bose as Inspector Rathi Rajeev Siddhartha as Rahul Dewan Brijendra Kala as Suresh Vashishth  Mukund Bhatt as Hawaldar Haldiram Vijay Gupta as Ramakant Shukla Vishal O Sharma as Lawyer ...,proposed,relevant,relevant,relevant,relevant
jolly-llb-2-cast-member-saurabh-shukla.txt,"...  Jolly LLB:   Intro | gross = }}Jolly LLB is a 2013 Indian Hindi-language courtroom  black comedy-drama film, written and directed by Subhash Kapoor.  The film stars Arshad Warsi, Boman Irani and Amrita Rao in the lead roles.  The theatrical trailer was revealed on 8 January 2013.  Released on 15 March 2013, the film revolves around the early life of lawyer Jagdish Tyagi a. k. a.  Jolly  and focuses on his attempt to earn six innocent wage earners their rights and his journey against the monopolistic behavior of the rich and judicial corruption  ....",baseline,partial,relevant,non-relevant,non-relevant
jolly-llb-2-cast-member-saurabh-shukla.txt,"...  Saurabh Shukla:   Intro Saurabh Shukla  is an Indian film, theatre and television actor, director and screenwriter.  He is best known for his work in films like Satya  , Barfi! , Jolly LLB , Kick  , and PK  ....",baseline,relevant,relevant,relevant,relevant
jolly-llb-2-cast-member-saurabh-shukla.txt,"...It is the first installment of Jolly LLB The film won the National Film Award for Best Feature Film in Hindi, while Saurabh Shukla won the National Film Award for Best Supporting Actor.  The film has been remade as Manithan  .  A sequel, Jolly LLB 2 was released in February 2017. Plot The film begins with a drunk Rahul Dewan , racing in a Toyota Land Cruiser Prado against a Mercedes, after he is seduced by a woman in the passenger seat....",baseline,relevant,relevant,relevant,relevant
jolly-llb-2-cast-member-saurabh-shukla.txt,"...  Jolly LLB 2:   Intro 30 crore | gross = 197. 25 crore }}The State vs Jolly LL. B 2, known also as Jolly LL. B 2, is a 2017 Indian black comedy film, written and directed by Subhash Kapoor.  A sequel to the 2013 film Jolly LLB, and the second installment of Jolly LLB .  The film stars Akshay Kumar, Huma Qureshi  , Saurabh Shukla and Annu Kapoor in lead roles.  A courtroom drama which satirizes the notion of the Indian legal system, the story follows Jagdishwar Mishra , a lawyer who fights a case against the ruthless and powerful lawyer Pramod Mathur . Plot Jagdishwar Mishra a....",baseline,relevant,relevant,relevant,relevant
jolly-llb-2-cast-member-saurabh-shukla.txt,"...  Jolly LLB:    Intro:   It is the first installment of Jolly LLB The film won the National Film Award for Best Feature Film in Hindi, while Saurabh Shukla won the National Film Award for Best Supporting Actor.  The film has been remade as Manithan  .  A sequel, Jolly LLB 2 was released in February 2017. ...",proposed,relevant,relevant,relevant,relevant
jolly-llb-2-cast-member-saurabh-shukla.txt,"...It is the first installment of Jolly LLB The film won the National Film Award for Best Feature Film in Hindi, while Saurabh Shukla won the National Film Award for Best Supporting Actor.  The film has been remade as Manithan  .  A sequel, Jolly LLB 2 was released in February 2017. Plot The film begins with a drunk Rahul Dewan , racing in a Toyota Land Cruiser Prado against a Mercedes, after he is seduced by a woman in the passenger seat....",baseline_with_expansion,relevant,relevant,relevant,relevant
jolly-llb-2-cast-member-saurabh-shukla.txt,"...  IIFA Award for Best Supporting Actor:    2010s:   Madhavan – 3 Idiots as Farhan Qureshi Irrfan Khan – New York  as Roshan Abhimanyu Singh – Gulaal as Rananjay Singh ""Ransa"" Abhishek Bachchan – Paa  as Amol Arte Rishi Kapoor – Refugee as Veer Singh 2011 Arjun Rampal – Raajneeti as Prithviraj Pratap  Manoj Bajpayee  – Raajneeti as Veerendra Pratap Mithun Chakraborty – Golmaal 3 as Pritam Arshad Warsi – Ishqiya as Razzak Hussain Emraan Hashmi – Once Upon a Time in Mumbaai as Shoaib Khan 2012 Farhan Akhtar – Zindagi Na Milegi Dobara as Imraan Abhay Deol – Zindagi Na Milegi Dobara as Kabir Randeep Hooda – Saheb, Biwi Aur Gangster as Lalit/Babloo Naseeruddin Shah – The Dirty Picture as Suryakant Emraan Hashmi – The Dirty Picture as Abraham 2013 Annu Kapoor – Vicky Donor as Dr.  Baldev Chaddha Akshay Kumar – OMG – Oh My God! as Krishna Vasudev Yadav Mithun Chakraborty – OMG – Oh My God! as Leeladhar Swamy Nawazuddin Siddiqui – Gangs of Wasseypur – Part 1 as Faizal Khan Nawazuddin Siddiqui – Talaash: The Answer Lies Within as Taimur Saurabh Shukla – Barfi! as Sudhanshu Dutta 2014 Aditya Roy Kapur – Yeh Jawaani Hai Deewani as Avinash ""Avi"" Arora Anupam Kher – Special 26 as P. K.  Sharma Nawazuddin Siddiqui – The Lunchbox as Shaikh Pawan Malhotra – Bhaag Milkha Bhaag as Hawaldar  Gurudev Singh Saurabh Shukla – Jolly LLB as Justice Tripathi 2015 Riteish Deshmukh – Ek Villain as Rakesh Mahadkar Inaamulhaq – Filmistaan as Aftaab Kay Kay Menon – Haider  as Khurram Meer Ronit Roy – 2 States  as Vikram Malhotra  Randeep Hooda – Kick  as Himanshu Tyagi Naseeruddin Shah - Finding Fanny as Ferdinand ""Ferdie"" Pinto 2016 Anil Kapoor - Dil Dhadakne Do as Kamal Mehra Irrfan Khan – Piku as Rana Chaudhary Nawazuddin Siddiqui - Bajrangi Bhaijaan as Chand Nawab Anil Kapoor - Dil Dhadakne Do as Kamal Mehra Deepak Dobriyal – Tanu Weds Manu Returns as Pappi Farhan Akhtar – Dil Dhadakne Do as Sunny Gill  Madhavan – 3 Idiots as Farhan Qureshi Irrfan Khan – New York  as Roshan Abhimanyu Singh – Gulaal as Rananjay Singh ""Ransa"" Abhishek Bachchan – Paa  as Amol Arte Rishi Kapoor – Refugee as Veer Singh 2011 Arjun Rampal – Raajneeti as Prithviraj Pratap  Manoj Bajpayee  – Raajneeti as Veerendra Pratap Mithun Chakraborty – Golmaal 3 as Pritam Arshad Warsi – Ishqiya as Razzak Hussain Emraan Hashmi – Once Upon a Time in Mumbaai as Shoaib Khan 2012 Farhan Akhtar – Zindagi Na Milegi Dobara as Imraan Abhay Deol – Zindagi Na Milegi Dobara as Kabir Randeep Hooda – Saheb, Biwi Aur Gangster as Lalit/Babloo Naseeruddin Shah – The Dirty Picture as Suryakant Emraan Hashmi – The Dirty Picture as Abraham 2013 Annu Kapoor – Vicky Donor as Dr.  Baldev Chaddha Akshay Kumar – OMG – Oh My God! as Krishna Vasudev Yadav Mithun Chakraborty – OMG – Oh My God! as Leeladhar Swamy Nawazuddin Siddiqui – Gangs of Wasseypur – Part 1 as Faizal Khan Nawazuddin Siddiqui – Talaash: The Answer Lies Within as Taimur Saurabh Shukla – Barfi! as Sudhanshu Dutta 2014 Aditya Roy Kapur – Yeh Jawaani Hai Deewani as Avinash ""Avi"" Arora Anupam Kher – Special 26 as P. ...",proposed,non-relevant,relevant,relevant,relevant
jolly-llb-2-cast-member-saurabh-shukla.txt,"...  Saurabh Shukla:   Intro Saurabh Shukla  is an Indian film, theatre and television actor, director and screenwriter.  He is best known for his work in films like Satya  , Barfi! , Jolly LLB , Kick  , and PK  ....",baseline_with_expansion,relevant,relevant,relevant,relevant
jolly-llb-2-cast-member-saurabh-shukla.txt,"...  Jolly LLB :    Jolly LLB :  Rajpal, though, is not satisfied with the fee paid by the Dewans.  Jolly, desperate to have some money and fame, decides to pursue the case and files a PIL in the court against Rahul Dewans acquittal.  After initially reprimanding Jolly for his mistakes in filing the PIL and taking the press reports as an evidence  , Justice Tripathi  gives a date for hearing and warns Jolly to collect some evidence before the hearing....",proposed,partial,non-relevant,non-relevant,non-relevant
